job_title,rating,company_name,type_of_ownership,industry,sector,revenue,main_role,seniority,sub_role,salary_range($),min_salary,max_salary,avg_salary,company_city,company_state,headquarter_city,headquarter_state,company_size_category,founded_year_category
Data Scientist,2.9,"Pragmatics, Inc.",Company - Private,IT Services,Information Technology,$100M to $500M,data scientist,neutral,,80000-132000,80000,132000,105999.5,United States,,Reston, VA,Medium,1980s-1990s
Data Scientist,3.2,ConsumerTrack,Company - Private,Internet,Information Technology,$25M to $50M,data scientist,neutral,,80000-132000,80000,132000,105999.5,California,,Los Angeles, CA,Small,2000s-2010s
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1B to $2B,others/scientist/software engineer(data concerning role),neutral,Decision Scientist,80000-132000,80000,132000,105999.5,Laurel, MD,Laurel, MD,Large,1900s-1950s
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,Company - Private,IT Services,Information Technology,$1M to $5M,data scientist,neutral, - TS/SCI FSP or CI Required,80000-132000,80000,132000,105999.5,Annapolis Junction, MD,Woodbine, MD,Small,2010s-2020s
Data Scientist,3.5,Crossover Health,Company - Private,Health Care Services & Hospitals,Health Care,$1M to $5M,data scientist,neutral,,80000-132000,80000,132000,105999.5,San Clemente, CA,Aliso Viejo, CA,Small,2000s-2010s
Data Scientist,4.0,Lorven Technologies Inc,Company - Private,Accounting,Accounting & Legal,Less than $1M,data scientist,neutral,,80000-132000,80000,132000,105999.5,New York, NY,Plainsboro, NJ,Small,
Data Scientist,4.4,Meridian Knowledge Solutions,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100M to $500M,data scientist,neutral,,80000-132000,80000,132000,105999.5,Washington, DC,Reston, VA,Small,1990s-2000s
Data Scientist,4.2,UST Global,Company - Private,IT Services,Information Technology,$1B to $2B,data scientist,neutral,,80000-132000,80000,132000,105999.5,Atlanta, GA,Aliso Viejo, CA,Very Large,1990s-2000s
Data Scientist,3.2,IMG Systems,Company - Private,Consulting,Business Services,$1M to $5M,data scientist,neutral,,80000-132000,80000,132000,105999.5,Plano, TX,Plano, TX,Small,
Data Scientist,3.4,Trident Systems Inc,Company - Private,Aerospace & Defense,Aerospace & Defense,$25M to $50M,data scientist,neutral,,80000-132000,80000,132000,105999.5,Fairfax, VA,Fairfax, VA,Small,1980s-1990s
Data Scientist,4.7,"Tygart Technology, Inc",Company - Private,Unknown,Unknown,$1M to $5M,data scientist,neutral,,80000-132000,80000,132000,105999.5,Washington, DC,Fairmont, WV,Small,
(Sr.) Data Scientist -,3.6,Merrick Bank,Company - Private,Banks & Credit Unions,Finance,Unknown,data scientist,Sr,(Sr.)  -,87000-141000,87000,141000,113999.5,Utah,,South Jordan, UT,Medium,1990s-2000s
Senior Data Scientist,4.2,ManTech,Company - Public,Research & Development,Business Services,$1B to $2B,data scientist,Sr,Senior ,87000-141000,87000,141000,113999.5,Alexandria, VA,Herndon, VA,Large,1960s-1970s
Data Scientist,-1.0,"GrainBridge, LLC",Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,87000-141000,87000,141000,113999.5,Omaha, NE,no_headquarter,,Unknown,
Data Scientist,3.2,First Health Group,Company - Private,Insurance Carriers,Insurance,$10B+,data scientist,neutral,,87000-141000,87000,141000,113999.5,Wellesley, MA,Bethesda, MD,Very Large,1800s-1900s
Data Scientist,-1.0,Sprezzatura Management Consulting,Company - Private,Unknown,Unknown,Unknown,data scientist,neutral,,87000-141000,87000,141000,113999.5,Washington, VA,McLean, VA,Unknown,
Data Scientist,2.8,"Progress Rail, A Caterpillar Company",Subsidiary or Business Segment,Rail,Transportation & Logistics,$2B to $5B,data scientist,neutral,,87000-141000,87000,141000,113999.5,Fort Worth, TX,Albertville, AL,Large,1980s-1990s
Data Scientist,4.2,UST Global,Company - Private,IT Services,Information Technology,$1B to $2B,data scientist,neutral,,87000-141000,87000,141000,113999.5,Atlanta, GA,Aliso Viejo, CA,Very Large,1990s-2000s
Data Scientist,4.5,Axiologic Solutions,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown,data scientist,neutral,,87000-141000,87000,141000,113999.5,Alexandria, VA,Fairfax, VA,Small,2000s-2010s
Data Scientist,3.0,Indigo Slate,Company - Private,Consulting,Business Services,$10M to $25M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Bellevue, WA,Bellevue, WA,Small,2000s-2010s
Data Scientist,3.3,Cubic,Company - Public,Aerospace & Defense,Aerospace & Defense,$1B to $2B,data scientist,neutral,,87000-141000,87000,141000,113999.5,United States,,San Diego, CA,Large,1950s-1960s
Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,Company - Private,Unknown,Unknown,Less than $1M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Thousand Oaks, CA,Westlake Village, CA,Small,
Data Engineer,3.5,Alignment Healthcare,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,neutral,,87000-141000,87000,141000,113999.5,Orange, CA,Orange, CA,Medium,2010s-2020s
Data Scientist,3.5,WGSN,Company - Private,Consulting,Business Services,$50M to $100M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Baltimore, MD,New York, NY,Small,1990s-2000s
Data Scientist,3.6,"ISYS Technologies, Inc.",Company - Private,Computer Hardware & Software,Information Technology,$10M to $25M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Herndon, VA,Littleton, CO,Small,1980s-1990s
Data Scientist,3.0,TransVoyant,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,neutral,,87000-141000,87000,141000,113999.5,Alexandria, VA,Alexandria, VA,Small,2010s-2020s
Data Scientist/Data Analytics Practitioner,4.0,Noblis,Nonprofit Organization,Consulting,Business Services,$100M to $500M,data scientist,neutral,/Data Analytics Practitioner,87000-141000,87000,141000,113999.5,Bridgeport, WV,Reston, VA,Large,1990s-2000s
Data Scientist,4.6,Murray Resources,Company - Private,Staffing & Outsourcing,Business Services,$10M to $25M,data scientist,neutral,,87000-141000,87000,141000,113999.5,The Woodlands, TX,Houston, TX,Small,1980s-1990s
Data Scientist,4.3,Geotab,Company - Private,Computer Hardware & Software,Information Technology,$100M to $500M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Oakville, CA,Oakville, Canada,Large,1990s-2000s
Data Scientist,4.7,CRS Group,Company - Private,Staffing & Outsourcing,Business Services,$10M to $25M,data scientist,neutral,,87000-141000,87000,141000,113999.5,Chicago, IL,Itasca, IL,Small,1990s-2000s
Data Scientist,3.7,EGlobalTech,Company - Private,IT Services,Information Technology,Unknown,data scientist,neutral,,87000-141000,87000,141000,113999.5,Arlington, VA,Vienna, VA,Medium,2000s-2010s
"Data Scientist, Kinship - NYC/Portland",3.9,Mars,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10B+,data scientist,neutral,", Kinship - NYC/Portland",92000-155000,92000,155000,123499.5,New York, NY,Mc Lean, VA,Very Large,1900s-1950s
Data Scientist,4.9,Avlino,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1M,data scientist,neutral,,92000-155000,92000,155000,123499.5,New Jersey,,Holmdel, NJ,Small,2010s-2020s
Data Scientist,3.0,"Central Business Solutions, Inc",Company - Private,Consulting,Business Services,$5M to $10M,data scientist,neutral,,92000-155000,92000,155000,123499.5,Seattle, WA,Fremont, CA,Small,
Data Scientist,2.5,KeHE Distributors,Company - Private,Wholesale,Business Services,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Naperville, IL,Naperville, IL,Large,1950s-1960s
Data Scientist,3.5,Blackstone Talent Group,Company - Private,Consulting,Business Services,$25M to $50M,data scientist,neutral,,92000-155000,92000,155000,123499.5,San Francisco, CA,San Francisco, CA,Small,1990s-2000s
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,Company - Private,IT Services,Information Technology,$1M to $5M,data scientist,neutral, - TS/SCI Required,92000-155000,92000,155000,123499.5,Baltimore, MD,Woodbine, MD,Small,2010s-2020s
Data Scientist,-1.0,Sophinea,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Chantilly, VA,no_headquarter,,Small,
Senior Data Scientist,3.5,Maxar Technologies,Company - Public,Aerospace & Defense,Aerospace & Defense,$2B to $5B,data scientist,Sr,Senior ,92000-155000,92000,155000,123499.5,Herndon, VA,Westminster, CO,Large,
Data Scientist,3.0,Moxie Software,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Bellevue, WA,San Bruno, CA,Small,1990s-2000s
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,Company - Private,Staffing & Outsourcing,Business Services,Unknown,AI/ machine learning professionle,neutral,Data Scientist(s)/ Engineer,92000-155000,92000,155000,123499.5,New York, NY,Coconut Creek, FL,Small,1980s-1990s
Data Scientist,4.7,Unicom Technologies INC,Company - Private,IT Services,Information Technology,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Chicago, IL,Naperville, IL,Small,
Data Engineer,3.3,Americo Life,Company - Private,Insurance Carriers,Insurance,$100M to $500M,data engineer,neutral,,92000-155000,92000,155000,123499.5,Kansas City, MO,Kansas City, MO,Medium,1990s-2000s
Data Scientist,3.3,Tokio Marine HCC,Company - Private,Insurance Carriers,Insurance,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Houston, TX,Houston, TX,Large,1970s-1980s
Data Scientist,3.5,CACI International,Company - Public,Aerospace & Defense,Aerospace & Defense,$2B to $5B,data scientist,neutral,,92000-155000,92000,155000,123499.5,Chantilly, VA,Arlington, VA,Very Large,1960s-1970s
"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,Company - Public,Computer Hardware & Software,Information Technology,$10B+,AI/ machine learning professionle,neutral,"/ML -  Scientist, Siri Understanding",92000-155000,92000,155000,123499.5,Santa Clara, CA,Cupertino, CA,Very Large,1970s-1980s
Data Scientist,3.5,Maxar Technologies,Company - Public,Aerospace & Defense,Aerospace & Defense,$2B to $5B,data scientist,neutral,,92000-155000,92000,155000,123499.5,Herndon, VA,Westminster, CO,Large,
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,Nonprofit Organization,Research & Development,Business Services,$500M to $1B,others/scientist/software engineer(data concerning role),neutral,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92000-155000,92000,155000,123499.5,Oklahoma City, OK,San Antonio, TX,Large,1900s-1950s
Data Scientist,4.7,Compass Consulting Group,Company - Private,Consulting,Business Services,Unknown,data scientist,neutral,,92000-155000,92000,155000,123499.5,Thousand Oaks, CA,Danville, CA,Small,2000s-2010s
Data Science Software Engineer,4.8,Klaviyo,Company - Private,Computer Hardware & Software,Information Technology,Unknown,others/scientist/software engineer(data concerning role),neutral,Data Science Software Engineer,92000-155000,92000,155000,123499.5,Boston, MA,Boston, MA,Medium,2010s-2020s
"Scientist / Group Lead, Cancer Biology",-1.0,Monte Rosa Therapeutics,Unknown,Unknown,Unknown,Unknown,others/scientist/software engineer(data concerning role),neutral,"Scientist / Group Lead, Cancer Biology",92000-155000,92000,155000,123499.5,Cambridge, MA,no_headquarter,,Unknown,
AI Ops Data Scientist,4.0,AstraZeneca,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10B+,AI/ machine learning professionle,neutral, Ops Data Scientist,92000-155000,92000,155000,123499.5,Gaithersburg, MD,Cambridge, United Kingdom,Very Large,1900s-1950s
Senior Data Scientist,3.8,GutCheck,Company - Private,Advertising & Marketing,Business Services,$10M to $25M,data scientist,Sr,Senior ,105000-167000,105000,167000,135999.5,Denver, CO,Denver, CO,Small,2000s-2010s
Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,Company - Public,Telecommunications Services,Telecommunications,$2B to $5B,AI/ machine learning professionle,Sr,Sr. ML/Data Scientist - /NLP/Chatbot,105000-167000,105000,167000,135999.5,Cupertino, CA,Sunnyvale, CA,Large,1990s-2000s
Data Scientist,2.7,Hexagon US Federal,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Lexington Park, MD,Chantilly, VA,Small,2000s-2010s
Data Scientist,4.0,Comtech Global Inc,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5M to $10M,data scientist,neutral,,105000-167000,105000,167000,135999.5,Washington, DC,Columbus, OH,Small,
Data Scientist,-1.0,Berico Technologies,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Fort Belvoir, VA,no_headquarter,,Unknown,
Data Scientist,-1.0,Kehe Food Distributors,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Naperville, IL,no_headquarter,,Unknown,
Data Scientist,3.8,"Aveshka, Inc.",Company - Public,IT Services,Information Technology,$10M to $25M,data scientist,neutral,,105000-167000,105000,167000,135999.5,Washington, DC,Arlington, VA,Small,2000s-2010s
Data Scientist,3.2,Perspecta,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Adelphi, MD,Chantilly, VA,Very Large,2010s-2020s
Data Scientist,-1.0,Pactera Edge,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Redmond, WA,no_headquarter,,Unknown,
Data Scientist,3.6,Qurate Retail Group,Company - Public,Other Retail Stores,Retail,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,West Chester, PA,West Chester, PA,Very Large,
Data Scientist,4.4,"SolutionIT, Inc.",Company - Private,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Edison, NJ,Wilmington, MA,Small,
Data Scientist,4.1,A-Line Staffing Solutions,Company - Private,Staffing & Outsourcing,Business Services,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Durham, NC,Utica, MI,Medium,2000s-2010s
Data Scientist,-1.0,Clear Ridge Defense,Company - Private,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Quantico, VA,Baltimore, MD,Small,
Data Scientist,3.8,"Criterion Systems, Inc.",Company - Private,IT Services,Information Technology,$50M to $100M,data scientist,neutral,,105000-167000,105000,167000,135999.5,Vienna, VA,Vienna, VA,Medium,2000s-2010s
Data Scientist,4.0,Foundation Medicine,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100M to $500M,data scientist,neutral,,105000-167000,105000,167000,135999.5,Boston, MA,Cambridge, MA,Large,2000s-2010s
Data Scientist,3.6,TRANZACT,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Fort Lee, NJ,Fort Lee, NJ,Large,1980s-1990s
Data Scientist,-1.0,JKGT,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,San Francisco, CA,no_headquarter,,Unknown,
Data Scientist,-1.0,AccessHope,Unknown,Unknown,Unknown,Unknown,data scientist,neutral,,105000-167000,105000,167000,135999.5,Irwindale, CA,no_headquarter,,Unknown,
Data Scientist,5.0,ChaTeck Incorporated,Company - Private,Advertising & Marketing,Business Services,$1M to $5M,data scientist,neutral,,105000-167000,105000,167000,135999.5,San Francisco, CA,Santa Clara, CA,Small,
Data Scientist,2.7,1-800-Flowers,Company - Public,Wholesale,Business Services,$1B to $2B,data scientist,neutral,,105000-167000,105000,167000,135999.5,New York, NY,Carle Place, NY,Large,1970s-1980s
